"","PUBCHEM_CID","PUBCHEM_EXT_DATASOURCE_SMILES"
"2446",16283670,"CC1=CC(=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)COC(=O)C3=NC=C(N=C3)C)C"
"2447",16283684,"CS(=O)(=O)C1=CC=C(C=C1)NC(=O)CCN2C(=O)C3CCCCC3C2=O"
"2448",16283765,"CC(C(=O)NC1=CC=C(C=C1)NC(=O)C)OC(=O)C2CC(=O)N(C2)CCC3=CC=CC=C3"
"2449",16283863,"CC(C)C(C(=O)N1CCN(CC1)S(=O)(=O)/C=C/C2=CC=CC=C2)NC(=O)C3=C(C=CC=C3F)F"
"2450",16284047,"COC1=CC=CC=C1C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)OC"
"2451",16284177,"CC1=CC(=C(C(=C1C)S(=O)(=O)NC(C(C)C)C(=O)NCCC2=CC=CO2)C)C"
"2452",16284195,"CC1=NN(C(=C1)NC(=O)COC(=O)C2=CC=C(C=C2)S(=O)(=O)C(F)F)C3=CC=CC=C3"
"2453",16284668,"CC(C)C(C(=O)NC(C)C1=CC=C(C=C1)S(=O)(=O)N)NS(=O)(=O)C2=CC=CS2"
"2454",16285294,"CCC(C(=O)OCC(=O)N(CC)C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)OC3=CC=CC=C3"
"2455",16289400,"CN(C1CCS(=O)(=O)C1)C(=O)CN2C(=O)C3=CC(=C(C=C3C2=O)Cl)Cl"
"2456",16289462,"CC(CCC1=CC=CC=C1)NC(=O)COC(=O)C(CCC(=O)N)NC(=O)C2=CC=C(C=C2)F"
"2457",16289601,"CC(C(=O)NC(=O)NC1CCCCC1)N(C)CC(=O)NC2=CC(=CC=C2)OC"
"2458",16289698,"C1CN(CCN1C2=CC=CC=C2)C(=O)COC(=O)C3=NC=C(C(=C3Cl)Cl)Cl"
"2459",16289750,"C1CN(CCC1C(=O)NCCCN2CCOCC2)S(=O)(=O)C3=C(C(=CC=C3)Cl)Cl"
"2460",16289799,"CCOC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NC2CCN(CC2)CC3=CC=CC=C3"
"2461",16289865,"CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)OCC(=O)NCCC2=CC=C(C=C2)F"
"2462",16289874,"CN(CC(=O)NC1=CC=CC=C1Cl)C(=O)COC(=O)/C=C/C2=C(C(=CC=C2)OC)OC"
"2463",16289934,"C1CN(CCC1C(=O)N)C(=O)C2=CC=C(C=C2)NS(=O)(=O)C3=CC(=C(C=C3)F)F"
"2464",16289979,"CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)OCC(=O)NCC(=O)NC2=C(C=C(C=C2C)C)C"
"2465",16289987,"CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)OCC(=O)N2CCN(CC2)C3=CC=CC=C3"
"2466",16289992,"CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)OCC(=O)NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-]"
"2467",16290011,"CN(CC(=O)NC1=CC=CC=C1Br)C(=O)CN2CCN(CC2)C3=CC=CC=C3Cl"
"2468",16290089,"CCOC(=O)C1CCN(CC1)C(=O)C(C)OC2=CC=C(C=C2)C(=O)C3=CC=CC=C3"
"2469",16290091,"CC(C(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CC=C2C(F)(F)F)SC3=CC=CC=C3"
"2470",16290133,"CC(COC)NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCN2C=CC3=CC=CC=C32"
"2471",16290146,"CCOC(=O)C1=CC=CC=C1NC(=O)COC(=O)CCNS(=O)(=O)C2=CC(=C(C=C2)C)C"
"2472",16290410,"CC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCC(CC2)C(=O)N(C)CC3=CC=C(S3)Cl"
"2473",16290603,"CC1=C(C=CC(=C1)Br)NC(=O)CN(C)C(=O)CN2C(=O)C(NC2=O)(C)C3CC3"
"2474",16290795,"CC1CN(CC(O1)C)C(=O)COC(=O)CC2=C(C=CC=C2Cl)F"
"2475",16290958,"CC1=C(NC(=C1C(=O)C)C)C(=O)NCC(C2=CC=C(C=C2)OC)N3CCOCC3"
"2476",16291010,"CC1=CC(=C(C=C1)C)OCCC(=O)OC(C)C(=O)NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C"
"2477",16291706,"CCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CSC3=NN=C(N3C)C4=CC=CO4"
"2478",16291720,"CCC(=O)N(C1CC1)C2=NN=C(S2)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4"
"2479",16291887,"CC1=C(C(=NN1C2=CC=CC=C2)C)NC(=O)COC(=O)C3CC(=O)N(C3)CCC4=CC=CC=C4"
"2480",16291899,"CCC1(C(=O)N(C(=O)N1)CC(=O)NCC2=CC=NC=C2)C3=CC=CC=C3"
"2481",16291915,"CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)OCC(=O)NC2=CC=C(C=C2)N3CCOCC3"
"2482",16292785,"CCN(CC)S(=O)(=O)C1=CC=C(C=C1)N2CC(CC2=O)C(=O)N3CCOCC3"
"2483",16293191,"CC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)C(NC2=O)(C)C3CCCCC3"
"2484",16293948,"CCOC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CN3C(=O)CC4(C3=O)CCCC4"
"2485",16295092,"CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)CN2C=C(C=CC2=O)C(F)(F)F)C"
"2486",16295536,"CCOC1=CC=CC=C1N2CC(CC2=O)C(=O)NC3=CC(=C(C=C3OCC)N4CCOCC4)OCC"
"2487",16295594,"CC(C)C(C(=O)NC1CC(NC(C1)(C)C)(C)C)NC(=O)C2=C(C=CC=C2F)F"
"2488",16295917,"CC1CC(=O)NC2=CC=CC=C2N1C(=O)COC3=CC4=C(C=CC(=C4)OC)C=C3"
"2489",16296017,"CN(C1=CC=C(C=C1)OC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)OC)S(=O)(=O)C3=CC=CC=C3"
"2490",16296220,"CC1CCCCC12C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)C4=NC=CC=N4"
"2491",16296489,"CC(C1=CC=CC=C1)NC(=O)COC(=O)CNC(=O)C2CCCCC2"
"2492",16296855,"CC(=O)N1CCN(CC1)C(=O)/C=C/C2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=C3OC"
"2493",16296928,"CN(CC1=CC=C(S1)Br)CC(=O)N(C)CC(=O)NC2=C(C=CC=C2Cl)Cl"
"2494",16296981,"COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CN3C(=O)C4(CCCC4)NC3=O"
"2495",16297025,"CC(C1=CC=CC=C1)N(C)C(=O)CSC2=NN=C(N2C3CC3)C4CC4"
"2496",16297040,"CS(=O)(=O)C1=CC(=C(C=C1)Cl)NC(=O)C2CCCN(C2)C(=O)C3=CC=C(C=C3)Cl"
"2497",16297091,"CCCN(C1CCS(=O)(=O)C1)C(=O)CSC2=NN(C(=N2)C3CC3)C4=CC=CC=C4"
"2498",16297236,"CC1=CC=C(C=C1)S(=O)(=O)N2CCCN(CC2)C(=O)CNC(=O)C3=CC=CC(=C3)C"
"2499",16297370,"CC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC3=C(CCC3)C=C2)C4=CC(=C(C=C4)OC)OC"
"2500",16297401,"CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)OCC3=NN=C(O3)C4=CC=CC=C4"
"2501",16297452,"CC1=CC(=CC(=C1)N2C=CN=C2SCC(=O)NC3=CC(=CC=C3)S(=O)(=O)NC4=NCCC4)C"
"2502",16297657,"C1CSC2=CC=CC=C2C1NC(=O)C3=C(C=CC=C3Cl)F"
"2503",16297764,"CC(C1=CC=CC=N1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N3CCCC3)Cl"
"2504",16297765,"CC(C(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CC=C2C#N)NC(=O)C3=CC=CO3"
"2505",16297791,"CC1=C(C=C(C=C1)S(=O)(=O)N2CCCC2)C(=O)NCC3=CC=CC=C3CN4CCCC4"
"2506",16297812,"CC1=C(C(=NO1)C)COC2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC(=O)C"
"2507",16297874,"COC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)S(=O)(=O)N3CCCC3"
"2508",16297989,"COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)NCC(C3=CC=CO3)N4CCCC4"
"2509",16298154,"CC1=C(C(=NO1)C)C(=O)OC(C)C(=O)N2CCC3=CC=CC=C32"
"2510",16298225,"CC1=C(N=CC=C1)NC(=O)C2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCC4=CC=CC=C43"
"2511",16298233,"CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)NC3=CC=CC(=C3)C(=O)NC"
"2512",16298453,"COC1=CC=CC=C1C2=NN=C(O2)SCC(=O)C3=C(N(C(=O)NC3=O)C4CC4)N"
"2513",16298681,"CC1=CC=CC=C1NC(=O)COC(=O)C2CC3CCCC(C2)C3=O"
"2514",16298772,"CCN(CC(=C)C)C(=O)CN1C(=O)C2(CCC3=CC=CC=C32)NC1=O"
"2515",16299131,"COC1=CC=CC=C1C2=NN(C=C2C(=O)NCC(C3=CC=CO3)N4CCCC4)CC5=CC=CC=C5"
"2516",16299282,"CCOC1=C(C=CC(=C1)C(=O)NC2=CC=CC=C2N3CCOCC3)OCC(=O)N4CCOCC4"
"2517",16299414,"CN(C1CCS(=O)(=O)C1)C(=O)C2=NN(C(=N2)C3=CC=CC=C3)C4=CC=CC=C4"
"2518",16299646,"CC(C(=O)NC1=CC=C(C=C1)C(=O)N)OC(=O)/C=C/C2=CC=CS2"
"2519",16299677,"CC1CCC2(CC1)C(=O)N(C(=O)N2)NC(=O)CSC3=NN=C(S3)NC4CC4"
"2520",16300044,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CC(=CC=C3)NC(=O)CC4=CC=CC=C4F"
"2521",16300125,"CC1=C(C(=NN1S(=O)(=O)C2=CC=C(C=C2)Cl)C)S(=O)(=O)N3CCOCC3"
"2522",16300593,"CC(C1=CC=CC=N1)NC(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC=CC=C3OC"
"2523",16301279,"CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)[C@@H]3CCCN3C(=O)C4=CC=CS4"
"2524",16301345,"CCC1(C(=O)N(C(=O)N1)CC(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCCC3)C4=CC=CC=C4"
"2525",16301655,"CC(C1=CC=CC2=CC=CC=C21)NC(C)C(=O)NC3=CC=C(C=C3)NC(=O)C"
"2526",16301734,"CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OCC(=O)NC2=C(C=CC(=C2)S(=O)(=O)C)Cl"
"2527",16301776,"COC1=CC=C(C=C1)C(CNC(=O)C2=CC=C(S2)Cl)N3CCOCC3"
"2528",16302271,"CC1=C(C(=CC=C1)OCC(=O)OCC(=O)NCC2CCCO2)C"
"2529",16302740,"CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C)Cl"
"2530",16304795,"CC(=O)NC1=CC=C(C=C1)NC(=O)CCN2C(=O)C3CC=CCC3C2=O"
"2531",16304898,"CC(C(=O)NCC1COC2=CC=CC=C2O1)SC3=CC=CC=C3"
"2532",16306364,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)SC(=S)N3CCCC3"
"2533",16307587,"C1CC(OC1)CNC(=O)CSC2=NN=C(N2C3CC3)C4=CC=CS4"
"2534",16308698,"CC(C(=O)NC1=CC=CC=C1OC)N2C(=O)C3CCCCC3C2=O"
"2535",16316010,"CN(CC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N)S(=O)(=O)/C=C/C2=CC=CC=C2"
"2536",16317675,"CC(C(=O)N1CCNC1=O)SC2=NN=C(N2CC3=CC=CC=C3)C4CC4"
"2537",16318689,"CC(C(=O)NC1CCCCC1)N2CCN(CC2)S(=O)(=O)C3=CC=CS3"
"2538",16318927,"CC(C1=CC=CC=C1)N2CC(CC2=O)C(=O)N3CCCC(C3)C(=O)N"
"2539",16320193,"CCC(C1=CC=C(C=C1)C)NC(=O)CCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C"
"2540",16320651,"CC(=O)NC1=C(C=CC(=C1)S(=O)(=O)NC2CCSC3=CC=CC=C23)OC"
"2541",16322064,"CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2C3=CC=CC=C3)C"
"2542",16323670,"C1=CC=C(C(=C1)C2=NN=C(O2)COC(=O)CCNS(=O)(=O)C3=CC=CC=C3Cl)Cl"
"2543",16324707,"C1CCC2(C1)C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)CC(=O)NC4=CC(=CC=C4)F"
"2544",16326132,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CC(=CC=C3)NC(=O)COC4=CC=CC=C4"
"2545",16327408,"CCC(C)C1=CC=CC=C1NC(=O)C(C)SC2=NNC(=N2)N"
"2546",16329077,"CC(=O)NC1=CC(=C(C=C1)OC)S(=O)(=O)NC2CCSC3=CC=CC=C23"
"2547",16329592,"CC(=O)C1=CC(=C(C=C1)N2CCN(CC2)CC(=O)N(C3CC3)C4CCS(=O)(=O)C4)F"
"2548",16329688,"CCOC1=CC=C(C=C1)OCCOC(=O)C2CCN(CC2)S(=O)(=O)C3=CC(=C(C=C3)C)C"
"2549",16330106,"CC1=CC=C(S1)C(=O)N2CCN(CC2)S(=O)(=O)C3=C(C(=C(S3)C(=O)O)C)C(=O)O"
"2550",16372857,"CC1=CSC(=N1)SCC(=O)NC(=O)C2=CC=CC=C2"
"2551",16386156,"CC(C)[C@@H](C(=O)OCC(=O)NCCN1C(=O)CSC1=O)NS(=O)(=O)C2=CC=C(C=C2)Cl"
"2552",16396105,"COC(=O)[C@H](CCSC)NC(=O)[C@@H](CC1=CN=CN1)NC(=O)OCC2=CC=CC=C2"
"2553",16398823,"C1CC(=O)N([C@@H]1C(=O)NC2=CC(=C(C=C2)F)F)C3C4=CC=CC=C4C(=O)O3"
"2554",16406760,"CC1=C(C(=O)OC2=CC(=C(C=C12)Cl)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4)C"
"2555",16410954,"CC(C)CC(C(=O)O)N1C(=O)[C@@H]2C(C1=O)C3C4=CC=CC=C4C2C5=CC=CC=C35"
"2556",16413337,"C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)OC3=C(SC=C3)C(=O)O"
"2557",16436282,"CC1=C(C=C(C=C1)OC(C)C(=O)N2CC(OC3=CC=CC=C32)C(=O)OC)C"
"2558",16437321,"COC1=CC=CC(=C1)CN(C2CCS(=O)(=O)C2)C(=O)C3=CC(=CC=C3)OC"
"2559",16437630,"COC1=CC=CC(=C1)CN(C2CCS(=O)(=O)C2)C(=O)C3=CC=CC=C3Cl"
"2560",16445721,"CC1=CC=C(O1)CN(C2CCS(=O)(=O)C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC"
"2561",16456964,"C1=CC2=C(C=C1Cl)N(C(=O)O2)CC(=O)NC3=NOC=C3"
"2562",16457308,"CCCCCCC1=C(NC2=NC3=CC=CC=C3N2C1=O)C"
"2563",16519824,"C1CC1NC(=O)COC(=O)CNS(=O)(=O)C2=C(C(=C(C=C2)F)F)F"
"2564",16521202,"C1COCCN1S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)OCC(=O)NCCC3=CC=CC=C3"
"2565",16522702,"CC(C(=O)NC1=CC=C(C=C1)C(=O)C)OC(=O)C2CCC2"
"2566",16524097,"C1CS(=O)(=O)CC1NC(=O)COC(=O)CC2=CC=C(C=C2)F"
"2567",16536063,"CCN(C1CCS(=O)(=O)C1)C(=O)CSC2=NN=NN2C3=CC=CC=C3OC"
"2568",16538511,"CC1CC(CN(C1)C(=O)COC(=O)C2=NN3C(=CC(=NC3=N2)C)C)C"
"2569",16540015,"CCOC(=O)N1CCN(CC1)C(=O)COC(=O)CSC2=C(C=C(C(=C2)C)Br)C"
"2570",16542732,"C1CCC(CC1)(C#N)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=C3F"
"2571",16550634,"CCCCN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)C2=NC=C(N=C2)C)N"
"2572",16578207,"CC(C(=O)C1=CC=CC=C1)OC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C"
"2573",16654016,"CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(N(C(=O)NC2=O)C)N"
"2574",16654019,"C1=CC=C(C=C1)NS(=O)(=O)C2=C(NC(=O)NC2=O)N"
"2575",16681814,"CC(C)[C@@H](C(=O)NCC1CCC(CC1)C(=O)O)NC(=O)[C@@H]2CC3=CC=CC=C3CN2C(=O)OC(C)(C)C"
"2576",16681901,"C/C=C(/C)\C(=O)NC1=CC=CC(=C1)C2=NOC3(C2)C[C@H](N(C3)C(=O)C4(CC4)C)C(=O)N"
"2577",16681950,"CCC(=O)NC1=CC=CC(=C1)C2=NOC3(C2)C[C@H](N(C3)C(=O)C4=CC=C(C=C4)OC)C(=O)N"
"2578",16681956,"CCCCCC(=O)N1CC2(C[C@H]1C(=O)N)CC(=NO2)C3=CC(=CC=C3)NC(=O)/C(=C\C)/C"
"2579",16725231,"C1CC(CC(OC1)(C(=O)NCC2=CC=CC=C2)C(F)(F)F)CCCO"
"2580",16725246,"CC1=CC(=NN1C)CNC(=O)C2(C/C(=C\CCO)/CCCO2)C(F)(F)F"
"2581",16725257,"C1C/C(=C\CCO)/CC(OC1)(C(=O)NCC2=CC=CC=C2)C(F)(F)F"
"2582",16725282,"C[C@@]1([C@@H]2[C@@H](C=C(C[C@@H]3C2=C(C1=O)[C@@H]([C@H]4[C@@H]3C(=O)NC4=O)C5=CC=CC=C5)C(=O)OC)C(=O)OC)NC(=O)C6=CC=CC=C6"
"2583",16725291,"C[C@@H]1[C@H]2[C@@H]([C@@H]3CC(=C[C@H]([C@@H]4C3=C1C(=O)[C@]4(C)NC(=O)C5=CC=CC=C5)C(=O)OC)C(=O)OC)C(=O)N(C2=O)CC(=O)OC"
"2584",16725295,"C[C@H]1C2=C3[C@@H](CC(=C[C@H](C3C4(C2=O)CCCCC4)C(=O)OC)C(=O)OC)N5N1C(=O)N(C5=O)C"
"2585",16738649,"CC(C)CNC(=O)C1C2CC=CC2C3=C(N1)C=CC(=C3)C(F)(F)F"
"2586",16738669,"CCOC(=O)C1C2CCC(N1C3=CC=CC=C3)C=C2"
"2587",16740429,"CCOC(=O)CSC1=NC(=C(N=N1)C)C"
"2588",16745412,"C[C@H]1C[C@H](OC(=C1)C(=O)NC2CC2)OCC3=CC=C(C=C3)CO"
"2589",16745505,"C[C@H]1[C@H]2C[C@@H]3[C@@H](C[C@H]([C@@]3(C)O)OC(=O)C)C(=C[C@H]2OC1=O)C"
"2590",16745892,"CC([C@H]1CNC(=O)C(=O)N1CC(C)(C)C)O"
"2591",16745937,"C1[C@@H](N(C(=O)C(=O)N1)CCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C3=CC=CC=C3"
"2592",16745938,"C1CCC(CC1)CN2[C@H](CNC(=O)C2=O)C3=CC=CC=C3"
"2593",16745966,"COC(C[C@H]1[C@H](O1)[C@H](COCC2=CC=CC=C2)O)OC"
"2594",16745967,"C[C@H]([C@@H]([C@@H]1[C@@H](O1)CC(OC)OC)O)OCC2=CC=CC=C2"
"2595",16745980,"C[C@H]([C@H](CC(OC)OC)O)[C@H](COCC1=CC=CC=C1)O"
"2596",16745988,"C[C@@H]([C@H](CC(OC)OC)O)[C@H](COCC1=CC=CC=C1)O"
"2597",16745994,"C[C@H]([C@@H](CC(OC)OC)O)[C@H](COCC1=CC=CC=C1)O"
"2598",16745995,"COC(C[C@@H]1[C@H](O1)[C@H](COCC2=CC=CC=C2)O)OC"
"2599",16746015,"COC(C[C@@H]1[C@@H](O1)[C@@H](COCC2=CC=CC=C2)O)OC"
"2600",16746016,"COC(C[C@@H](C[C@@H](COCC1=CC=CC=C1)O)O)OC"
"2601",16746220,"C1CCO[C@]2(C1)[C@H]([C@@H](C[C@@H](O2)CCO)O)O"
"2602",16759621,"CCN1[C@@H]([C@H]([C@@H](NC1=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)OC)C"
"2603",16759629,"CCN1[C@@H]([C@H]([C@@H](NC1=O)CCC2=CC=CC=C2)C(=O)OC)C"
"2604",16759632,"CCOC(=O)CN1C(=C([C@@H](NC1=O)CCC2=CC=CC=C2)C(=O)OC)C"
"2605",16759640,"CCN1C(=C([C@@H](NC1=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)C)C"
"2606",16759642,"CC1=C([C@@H](NC(=O)N1CCC2=CC(=C(C(=C2)OC)OC)OC)C3=CC=CC=C3)C(=O)OC"
"2607",16759651,"CCOC(=O)CN1C(=C([C@@H](NC1=O)C2=CC=CO2)C(=O)C)C"
"2608",16759654,"C[C@@H]1[C@H]([C@@H](NC(=O)N1CC2=CC=CC=C2)C3=CC=CC=C3)C(=O)OC"
"2609",16759659,"CCOC(=O)CN1C(=C([C@@H](NC1=O)C2=CC=CS2)C(=O)C)C"
"2610",16799572,"C1COC2=C(O1)C=CC(=C2)N3CC(CC3=O)NS(=O)(=O)C4=C(C=CC(=C4)F)F"
"2611",16801505,"C1CN(CCN1C2=CC=CC=C2F)S(=O)(=O)CCNC(=O)C3=CC=C(C=C3)Cl"
"2612",16803484,"CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2=CC=C(C=C2)F)C(=O)N3CCN(CC3)C"
"2613",16807567,"COC1=C(C=C(C=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCCN3CCOCC3)OC"
"2614",16807570,"CN(C)CCCNC(=O)C(=O)NCC1N(CCO1)S(=O)(=O)C2=C(C=CC(=C2)F)F"
"2615",16807576,"CC1=C(C=CC(=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCCN(C)C)OC"
"2616",16807600,"CC1=CC=C(C=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCN3CCOCC3"
"2617",16809973,"COC1=CC=C(C=C1)N2CCN(CC2)C(CNC(=O)C(=O)NCC(OC)OC)C3=CC=CO3"
"2618",16812790,"C1CN(CCN1C2=CC=C(C=C2)F)C(CNC(=O)C(=O)NCCO)C3=CC4=C(C=C3)OCO4"
"2619",16822355,"CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4"
"2620",17016193,"C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=NC=C3"
"2621",17038700,"COCCCN1C(C(=O)N(C1=O)C2=CC=CC=C2)CC(=O)NC3=CC=CC=C3"
"2622",17065285,"C1=CC(=CC=C1C(=O)NCCCN2C=CN=C2)Br"
"2623",17284094,"CC(C1=CC2=C(C=C1)OCO2)NC(=O)NC3=CC=CC(=C3)C(=O)C"
"2624",17412850,"CC12CCC(=O)N1C(CS2)C(=O)NCC3=C(C=C(C=C3)Cl)Cl"
"2625",17413162,"CC1=CC=C(C=C1)NC(=O)C2=CC(=CN2C)S(=O)(=O)N3CCCC3"
"2626",17440506,"C1CCN(C1)C(CNC(=O)CCNC(=O)C2=CC=CC=C2Cl)C3=CC=CO3"
"2627",17442108,"CCCCN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)C2=COCCO2)N"
"2628",17480654,"CC(C(=O)NCC1=CC=CC=C1)OC(=O)C2=CC(=CC=C2)N3C=NN=N3"
"2629",17510263,"CC(C)N1C(=O)C2=CC=CC=C2C(=N1)C(=O)NCCCN3CCCC3=O"
"2630",17519350,"COCCN(CC1=CC=CC=C1)C(=O)C2=CC3=C(C=C2)C(=O)N4CCCC4=N3"
"2631",17546962,"COC1=CC=CC=C1NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)CC(=O)N3"
"2632",17574324,"CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)NC3=CC(=C(C=C3)OC)OC"
"2633",17577900,"CCC(C)[C@@H](C(=O)N1CCCCC1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4"
"2634",17578508,"CC(C)[C@@H](C(=O)NC(C)C1=CC=CC=C1)NC(=O)C2CC(=O)N(C2)C3=CC=C(C=C3)OC"
"2635",17578559,"C[C@@H](C(=O)NC1CCCC1)NC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4"
"2636",17580919,"C1C(=O)NC2=CC=CC=C2N1C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](C4=CC=CC=C4)C(=O)O"
"2637",17582362,"COC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCCC(=O)NCC3=CC=NC=C3"
"2638",17582818,"CC(C)C[C@@H](C(=O)NCC1=CN=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC=C3"
"2639",17583699,"COC1=C(C=C(C=C1)C(=O)N2CCC3(CC2)C4=C(CCN3)NC=N4)OC"
"2640",17583997,"C1CNC2(CCN(CC2)C(=O)CNC(=O)CC3=CC=CC=C3)C4=C1NC=N4"
"2641",17585431,"CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)N[C@@H](CCSC)C(=O)NCCCN4C=CN=C4"
"2642",17585546,"C[C@@H](C(=O)N1CCCCCC1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)OC"
"2643",18077897,"COC1=CC(=CC(=C1)NC(=O)C2CC(=O)N(C2)CC3=CC=CO3)OC"
"2644",18105419,"C1CC(=O)N(C1)CCCNC(=O)CCNC(=O)C2=CC=C(C=C2)Br"
"2645",18106216,"C1CN(CCN1C2=CC=CC=C2F)C(=O)CNC(=O)C3=CC=C(O3)Br"
"2646",18106993,"CC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NC2=C(C=CC=N2)C"
"2647",18108602,"CCOC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)NC2CCCCC2"
"2648",18109914,"CCOC1=CC=C(C=C1)S(=O)(=O)NCCC(=O)N(C)CC2=CC=CS2"
"2649",18111401,"C1=CC=C2C(=C1)N=CC(=O)N2CC(=O)NCC(=O)NC3=CC(=C(C=C3)F)F"
"2650",18151972,"COC1=CC(=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OCC(=O)N3)OC"
"2651",18161996,"CC(C1=CC=CC=C1)NC(=O)C2CCN(CC2)C(=O)NC3=CC=CC=C3"
"2652",18168412,"C1CC(OC1)CNC(=O)CCNC(=O)C2=CC=C(C=C2)Br"
"2653",18206226,"CC(=O)NC1=CC=C(C=C1)C(=O)COC(=O)CCS(=O)(=O)C2=CC=CC=C2"
"2654",18268333,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)OCC(=O)N(C)C2=CC=CC=C2"
"2655",18287304,"CCCCN1C(=C(C(=O)NC1=O)N(CC(C)C)C(=O)C2=CC(=CC=C2)N3C=NN=N3)N"
"2656",18554233,"CCOC1=CC=C(C=C1)N(C2CS(=O)(=O)C=C2)C(=O)C3=CC4=C(C=C3)OCO4"
"2657",18559302,"CCOC1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=CC(=C(C=C3C2=O)OC)OC)C"
